TIME,year,month,T#BE#burro,T#DE#burro,T#ES#burro,T#FR#burro,T#IE#burro,T#NL#burro,C#BEL#inflazione,C#ITA#inflazione,C#DEU#inflazione,C#FRA#inflazione,C#ESP#inflazione,C#IRL#inflazione,C#BEL#gdp,C#ITA#gdp,C#DEU#gdp,C#FRA#gdp,C#ESP#gdp,C#IRL#gdp
2006-09-25,2006,9,254.73,245.75,220.45,245.43,,248.0,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-10-02,2006,10,,247.71,220.31,246.71,,248.0,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-10-09,2006,10,255.83,249.97,220.37,248.14,230.78,248.29,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-10-16,2006,10,256.74,251.97,220.67,249.14,231.48,248.86,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-10-23,2006,10,257.59,252.95,221.02,250.14,232.18,249.43,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-10-30,2006,10,258.41,254.99,221.84,251.14,,250.29,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-11-06,2006,11,258.96,257.76,223.17,251.86,,251.43,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-11-13,2006,11,,257.46,224.4,252.57,,252.57,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-11-20,2006,11,,258.33,226.02,253.14,,253.71,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-11-27,2006,11,,258.87,230.6,253.57,,254.57,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-12-04,2006,12,,260.02,234.81,253.86,,255.14,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-12-11,2006,12,,260.88,239.02,254.0,,255.71,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-12-18,2006,12,,,242.96,254.0,234.97,256.0,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2006-12-25,2006,12,,,246.38,,234.96,256.0,1.79,2.09,1.58,1.68,3.52,3.93,38705.11,33529.73,36353.88,36470.21,28389.08,54329.16
2007-01-01,2007,1,262.13,,250.04,,234.95,256.0,,,,,,,,,,,,
2007-01-08,2007,1,262.0,,251.21,,234.94,256.0,,,,,,,,,,,,
2007-01-15,2007,1,261.71,,249.31,,234.93,256.0,,,,,,,,,,,,
2007-01-22,2007,1,261.24,,246.74,,234.57,256.0,1.81,1.94,1.99,1.57,3.1,4.48,41913.14,36010.31,39374.57,39377.3,30790.38,58367.59
2007-01-29,2007,1,260.93,,243.87,,234.57,256.0,1.81,1.9,2.09,1.54,3.0,4.62,42715.15,36630.46,40129.74,40104.08,31390.7,59377.2
2007-02-05,2007,2,260.23,,240.94,,,256.0,1.82,1.87,2.2,1.51,2.89,4.76,43517.16,37250.6,40884.91,40830.85,31991.03,60386.81
2007-02-12,2007,2,259.03,248.49,237.32,250.0,,256.0,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-02-19,2007,2,257.64,249.34,234.39,249.0,,256.0,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-02-26,2007,2,257.33,250.23,232.81,248.29,,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-03-05,2007,3,256.97,251.81,232.2,248.0,,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-03-12,2007,3,256.84,253.83,232.78,248.57,,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-03-19,2007,3,257.84,256.52,233.58,249.71,,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-03-26,2007,3,259.46,260.68,233.81,251.29,240.57,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-04-02,2007,4,261.66,264.5,235.21,253.0,241.98,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-04-09,2007,4,264.46,268.2,236.35,255.14,243.39,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-04-16,2007,4,265.96,272.88,239.2,257.43,246.22,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-04-23,2007,4,267.97,277.0,240.5,259.57,247.63,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-04-30,2007,4,269.97,281.69,241.67,261.71,251.19,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-05-07,2007,5,273.41,286.12,242.25,263.71,,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-05-14,2007,5,277.67,290.09,243.32,265.86,,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-05-21,2007,5,281.09,296.56,243.88,268.43,,283.71,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-05-28,2007,5,286.17,303.38,243.98,271.43,,286.57,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-06-04,2007,6,292.47,310.37,243.16,274.71,,289.71,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-06-11,2007,6,299.66,324.63,243.03,279.0,,294.0,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-06-18,2007,6,306.73,334.46,242.58,284.29,,298.29,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-06-25,2007,6,313.79,347.02,243.31,290.71,283.83,303.14,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-07-02,2007,7,322.14,360.6,243.97,298.86,287.37,310.57,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-07-09,2007,7,333.54,373.43,244.63,307.86,294.3,321.57,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-07-16,2007,7,342.61,386.02,244.18,317.43,301.23,334.57,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-07-23,2007,7,352.01,397.87,243.98,327.86,,348.86,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-07-30,2007,7,363.74,402.48,244.14,338.57,,362.43,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-08-06,2007,8,377.84,415.38,244.38,349.29,,376.0,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-08-13,2007,8,392.21,426.08,244.16,361.43,,390.0,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-08-20,2007,8,402.47,434.77,243.96,372.14,,402.57,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-08-27,2007,8,412.59,442.32,243.76,382.14,,412.29,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-09-03,2007,9,424.8,448.19,244.41,391.14,,419.29,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-09-10,2007,9,435.21,453.78,,399.0,,424.57,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-09-17,2007,9,441.89,458.18,,405.43,,429.14,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-09-24,2007,9,445.37,458.62,,410.43,394.91,433.0,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-10-01,2007,10,446.17,455.71,,412.57,399.15,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-10-08,2007,10,450.41,453.46,274.55,414.0,403.39,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-10-15,2007,10,450.29,451.9,279.42,414.71,407.64,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-10-22,2007,10,446.59,444.76,282.41,415.0,407.62,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-10-29,2007,10,441.07,439.62,284.63,415.0,407.6,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-11-05,2007,11,433.47,433.73,277.78,414.71,400.49,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-11-12,2007,11,425.16,423.86,275.83,413.29,393.37,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-11-19,2007,11,416.87,416.52,270.74,410.71,386.27,420.71,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-11-26,2007,11,403.26,404.54,267.93,406.43,376.33,412.57,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-12-03,2007,12,389.39,388.31,263.45,399.71,366.39,403.14,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-12-10,2007,12,374.63,376.73,257.21,,350.77,389.71,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-12-17,2007,12,360.41,362.87,253.64,378.29,330.88,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-12-24,2007,12,346.03,350.39,252.77,363.57,318.1,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2007-12-31,2007,12,331.29,335.85,255.27,347.86,305.32,,1.82,1.83,2.3,1.49,2.79,4.9,44319.17,37870.75,41640.08,41557.62,32591.35,61396.42
2008-01-07,2008,1,320.84,320.98,250.13,332.57,290.41,,,,,,,,,,,,,
2008-01-14,2008,1,315.61,311.67,250.81,318.57,278.34,,,,,,,,,,,,,
2008-01-21,2008,1,312.24,304.62,251.56,307.0,266.27,,,,,,,,,,,,,
2008-01-28,2008,1,312.16,301.64,257.27,298.0,259.89,,3.35,2.7,2.49,2.25,3.52,4.42,46595.87,39627.41,43910.16,43819.53,34259.56,61371.67
2008-02-04,2008,2,313.94,298.36,258.62,291.86,257.77,,3.73,2.91,2.53,2.43,3.71,4.3,47165.05,40066.58,44477.67,44385.01,34676.62,61365.48
2008-02-11,2008,2,317.94,296.77,261.07,288.57,258.49,285.71,4.11,3.13,2.58,2.62,3.89,4.18,47734.22,40505.75,45045.19,44950.48,35093.67,61359.29
2008-02-18,2008,2,321.8,297.22,260.92,287.43,259.22,287.14,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-02-25,2008,2,319.07,296.56,264.19,286.71,262.07,288.57,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-03-03,2008,3,315.94,294.99,263.7,286.14,264.92,289.57,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-03-10,2008,3,313.07,294.14,265.48,285.29,267.77,289.57,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-03-17,2008,3,309.4,292.13,266.0,284.0,270.61,288.14,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-03-24,2008,3,305.11,287.58,267.17,282.29,273.45,286.71,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-03-31,2008,3,301.17,281.7,267.3,280.0,273.45,285.29,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-04-07,2008,4,298.57,278.95,266.81,277.29,272.39,283.43,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-04-14,2008,4,298.57,276.7,266.52,274.86,270.26,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-04-21,2008,4,298.59,274.79,264.98,272.14,268.13,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-04-28,2008,4,297.53,271.79,264.2,269.43,266.0,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-05-05,2008,5,295.47,268.8,262.98,266.86,263.87,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-05-12,2008,5,294.74,268.25,262.85,264.71,261.74,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-05-19,2008,5,293.1,267.96,263.13,263.43,259.61,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-05-26,2008,5,292.77,269.62,262.29,262.86,258.54,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-06-02,2008,6,292.71,271.53,263.43,262.57,258.54,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-06-09,2008,6,291.89,273.01,262.98,263.14,258.54,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-06-16,2008,6,292.56,276.28,261.62,264.14,258.54,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-06-23,2008,6,294.3,279.38,259.57,265.86,258.51,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-06-30,2008,6,297.47,283.9,,268.29,259.86,274.0,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-07-07,2008,7,300.44,290.75,,270.43,261.22,277.57,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-07-14,2008,7,301.59,295.52,251.78,272.29,262.57,280.71,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-07-21,2008,7,303.0,298.36,247.84,273.86,263.93,283.43,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-07-28,2008,7,305.73,299.42,246.64,275.14,265.28,285.0,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-08-04,2008,8,305.99,299.16,245.86,276.0,266.64,285.86,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-08-11,2008,8,305.13,298.23,246.35,276.29,266.6,286.14,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-08-18,2008,8,302.06,296.05,246.29,275.43,263.77,285.0,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-08-25,2008,8,299.14,290.04,245.06,274.0,260.93,283.14,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-09-01,2008,9,296.17,282.69,243.83,272.14,256.68,280.14,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-09-08,2008,9,292.46,283.82,243.04,269.71,252.42,276.0,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-09-15,2008,9,285.54,282.28,241.91,266.43,248.17,271.0,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-09-22,2008,9,279.91,277.7,241.68,,243.91,265.29,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-09-29,2008,9,274.23,279.8,240.74,,238.94,258.86,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-10-06,2008,10,268.44,274.57,240.02,,235.39,252.29,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-10-13,2008,10,263.73,271.02,239.82,,230.41,245.71,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-10-20,2008,10,259.39,267.11,239.67,,226.86,239.57,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-10-27,2008,10,255.56,257.16,241.55,,221.89,233.71,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-11-03,2008,11,252.93,250.14,241.49,,216.92,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-11-10,2008,11,250.33,245.67,240.33,228.43,211.95,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-11-17,2008,11,248.91,234.34,238.01,224.86,209.11,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-11-24,2008,11,247.74,230.48,238.16,222.43,206.27,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-12-01,2008,12,245.34,226.34,236.87,221.0,204.86,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-12-08,2008,12,242.69,224.62,235.55,219.57,203.44,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-12-15,2008,12,240.47,223.21,231.19,,203.44,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-12-22,2008,12,238.07,,228.37,,203.44,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2008-12-29,2008,12,235.99,,226.39,,203.44,,4.49,3.35,2.63,2.81,4.08,4.06,48303.4,40944.91,45612.71,45515.96,35510.72,61353.11
2009-01-05,2009,1,233.06,,223.4,,203.44,,,,,,,,,,,,,
2009-01-12,2009,1,230.03,,219.88,,203.44,,,,,,,,,,,,,
2009-01-19,2009,1,227.54,,215.9,,203.44,,,,,,,,,,,,,
2009-01-26,2009,1,225.21,,211.06,,,,1.89,1.88,1.31,1.26,1.58,-0.82,46278.77,38820.25,43348.51,43356.99,33601.45,56084.53
2009-02-02,2009,2,,,207.91,215.0,,,1.24,1.51,0.97,0.87,0.96,-2.04,45772.61,38289.09,42782.47,42817.25,33124.14,54767.38
2009-02-09,2009,2,,224.15,204.63,215.0,,,0.6,1.14,0.64,0.48,0.34,-3.26,45266.45,37757.92,42216.42,42277.51,32646.82,53450.24
2009-02-16,2009,2,,222.58,201.52,215.0,,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-02-23,2009,2,,222.74,201.36,215.0,,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-03-02,2009,3,,220.82,198.3,215.0,,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-03-09,2009,3,,218.47,199.26,215.0,,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-03-16,2009,3,,216.87,200.55,215.0,213.48,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-03-23,2009,3,221.23,216.01,200.25,215.0,215.04,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-03-30,2009,3,221.4,215.15,199.93,215.0,216.6,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-04-06,2009,4,222.96,214.0,199.39,215.0,216.25,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-04-13,2009,4,222.83,213.96,198.44,215.0,215.89,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-04-20,2009,4,223.74,214.7,199.31,215.0,215.54,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-04-27,2009,4,223.33,216.56,197.86,,215.19,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-05-04,2009,5,223.67,218.56,197.08,,215.19,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-05-11,2009,5,223.9,219.27,197.28,,215.19,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-05-18,2009,5,225.16,219.4,197.98,,215.19,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-05-25,2009,5,225.09,221.04,199.82,,215.1,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-06-01,2009,6,226.17,220.51,201.99,,215.58,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-06-08,2009,6,227.4,219.85,201.81,,216.06,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-06-15,2009,6,228.93,219.28,202.49,216.14,216.54,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-06-22,2009,6,229.94,,203.0,217.07,217.16,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-06-29,2009,6,231.2,,203.68,218.0,217.79,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-07-06,2009,7,232.09,,204.33,219.07,218.69,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-07-13,2009,7,232.9,,203.54,220.43,219.55,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-07-20,2009,7,233.59,,202.7,221.64,219.83,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-07-27,2009,7,233.8,,203.04,222.57,220.12,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-08-03,2009,8,235.76,,203.02,223.36,220.83,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-08-10,2009,8,237.99,219.85,204.06,223.93,221.54,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-08-17,2009,8,239.87,222.2,204.09,224.64,222.25,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-08-24,2009,8,242.09,226.4,203.98,225.64,,,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-08-31,2009,8,,229.51,204.68,226.79,,233.71,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-09-07,2009,9,,233.12,205.9,228.57,,235.86,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-09-14,2009,9,,236.24,,231.21,,238.71,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-09-21,2009,9,,236.9,208.76,235.14,,242.14,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-09-28,2009,9,,240.39,208.95,240.36,,247.0,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-10-05,2009,10,,243.36,210.06,246.86,,254.86,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-10-12,2009,10,,245.05,215.2,253.5,226.66,263.71,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-10-19,2009,10,292.69,245.3,220.39,261.14,229.15,274.86,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-10-26,2009,10,303.5,245.58,225.12,270.29,231.64,287.14,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
2009-11-02,2009,11,312.86,248.42,226.41,279.57,234.14,299.71,-0.05,0.77,0.31,0.09,-0.29,-4.48,44760.29,37226.76,41650.37,41737.76,32169.5,52133.09
