TIME,year,month,T#ES#tomatoes_cerises,T#HU#tomatoes_cerises,T#IT#tomatoes_cerises,T#NL#tomatoes_cerises,C#BEL#inflazione,C#ITA#inflazione,C#DEU#inflazione,C#FRA#inflazione,C#ESP#inflazione,C#IRL#inflazione,C#BEL#gdp,C#ITA#gdp,C#DEU#gdp,C#FRA#gdp,C#ESP#gdp,C#IRL#gdp
2019-05-27,2019,5,91.66,294.0,240.0,71.09,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-06-03,2019,6,89.36,279.72,232.9,67.57,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-06-10,2019,6,91.54,270.96,224.38,68.31,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-06-17,2019,6,100.94,263.99,221.77,71.31,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-06-24,2019,6,110.56,257.03,222.29,73.74,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-07-01,2019,7,127.03,253.76,212.29,75.32,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-07-08,2019,7,145.01,248.69,202.29,76.21,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-07-15,2019,7,160.59,246.49,190.86,76.56,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-07-22,2019,7,168.6,242.65,183.67,77.46,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-07-29,2019,7,174.16,237.72,176.49,81.82,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-08-05,2019,8,165.66,231.37,164.8,83.28,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-08-12,2019,8,164.59,228.49,152.86,84.11,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-08-19,2019,8,152.14,226.33,152.86,81.04,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-08-26,2019,8,136.76,223.31,152.86,80.93,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-09-02,2019,9,122.96,219.73,153.39,80.16,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-09-09,2019,9,114.97,217.49,158.41,78.99,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-09-16,2019,9,115.15,215.67,160.74,76.37,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-09-23,2019,9,126.13,215.21,163.06,77.53,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-09-30,2019,9,130.58,214.8,165.39,83.1,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-10-07,2019,10,140.79,216.32,177.97,93.31,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-10-14,2019,10,150.6,225.07,190.55,,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-10-21,2019,10,159.18,233.83,204.66,,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-10-28,2019,10,166.26,,211.59,125.4,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-11-04,2019,11,162.58,,227.83,132.16,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-11-11,2019,11,156.76,,246.93,136.7,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-11-18,2019,11,152.29,,260.32,137.41,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-11-25,2019,11,148.54,,260.6,135.61,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-12-02,2019,12,148.54,,260.88,127.95,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-12-09,2019,12,149.74,,264.8,122.8,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-12-16,2019,12,152.99,264.69,271.43,124.46,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-12-23,2019,12,159.55,,271.43,130.11,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2019-12-30,2019,12,161.95,,270.0,138.91,1.44,0.61,1.45,1.11,0.7,0.94,46641.72,33673.75,46805.14,40494.9,29581.52,80848.3
2020-01-06,2020,1,164.2,,272.86,146.42,,,,,,,,,,,,
2020-01-13,2020,1,168.6,,277.14,157.86,,,,,,,,,,,,
2020-01-20,2020,1,175.18,,283.57,,,,,,,,,,,,,
2020-01-27,2020,1,185.34,,285.71,191.65,1.04,0.18,0.7,0.75,0.12,0.21,46051.6,32673.28,46773.33,39743.38,28097.39,83776.75
2020-02-03,2020,2,196.51,,286.43,201.15,0.94,0.08,0.52,0.66,-0.03,0.03,45904.07,32423.16,46765.38,39555.5,27726.36,84508.86
2020-02-10,2020,2,198.96,,287.14,210.9,0.84,-0.03,0.33,0.57,-0.18,-0.15,45756.53,32173.04,46757.43,39367.62,27355.33,85240.98
2020-02-17,2020,2,199.72,,285.0,213.41,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-02-24,2020,2,195.2,,282.86,213.83,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-03-02,2020,3,188.72,,280.71,211.83,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-03-09,2020,3,177.51,,276.43,208.82,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-03-16,2020,3,160.38,,272.14,203.84,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-03-23,2020,3,141.43,,273.57,197.59,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-03-30,2020,3,130.53,,270.71,185.84,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-04-06,2020,4,125.4,,270.71,172.41,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-04-13,2020,4,123.31,375.77,270.71,161.93,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-04-20,2020,4,116.51,360.43,270.71,149.25,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-04-27,2020,4,109.32,346.12,267.14,131.39,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-05-04,2020,5,101.24,327.75,260.71,112.22,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-05-11,2020,5,92.41,315.6,,94.45,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-05-18,2020,5,85.7,308.63,,79.83,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-05-25,2020,5,78.56,306.22,224.31,72.89,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-06-01,2020,6,75.89,277.83,212.11,69.37,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-06-08,2020,6,77.38,273.44,199.91,68.01,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-06-15,2020,6,82.57,,190.75,70.89,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-06-22,2020,6,89.66,,183.92,73.46,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-06-29,2020,6,99.14,,172.49,75.04,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-07-06,2020,7,109.67,,161.06,76.56,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-07-13,2020,7,119.65,,154.61,77.21,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-07-20,2020,7,127.84,,146.81,77.81,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-07-27,2020,7,139.31,,139.01,81.96,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-08-03,2020,8,145.78,,131.74,83.42,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-08-10,2020,8,149.4,,125.0,83.93,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-08-17,2020,8,149.36,193.94,125.0,81.19,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-08-24,2020,8,144.1,192.11,126.43,81.05,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-08-31,2020,8,141.51,190.84,133.25,79.98,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-09-07,2020,9,137.4,189.84,140.97,78.98,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-09-14,2020,9,135.52,186.59,152.81,76.57,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-09-21,2020,9,140.67,182.66,164.65,77.73,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-09-28,2020,9,146.35,183.04,177.39,82.55,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-10-05,2020,10,152.48,182.94,190.14,92.33,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-10-12,2020,10,162.92,183.14,203.25,,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-10-19,2020,10,171.5,186.45,216.89,,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-10-26,2020,10,181.7,193.11,234.57,124.28,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-11-02,2020,11,185.02,205.45,260.58,131.03,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-11-09,2020,11,180.84,218.76,284.46,135.57,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-11-16,2020,11,173.8,229.9,302.43,137.14,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-11-23,2020,11,166.35,240.8,312.54,135.35,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-11-30,2020,11,158.98,254.33,325.15,127.68,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-12-07,2020,12,156.32,267.56,328.26,123.45,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-12-14,2020,12,155.44,,324.29,124.56,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-12-21,2020,12,151.28,,307.86,129.87,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2020-12-28,2020,12,148.08,,293.57,137.12,0.74,-0.14,0.14,0.48,-0.32,-0.33,45609.0,31922.92,46749.48,39179.74,26984.3,85973.09
2021-01-04,2021,1,156.31,,282.86,,,,,,,,,,,,,
2021-01-11,2021,1,169.49,,280.0,,,,,,,,,,,,,
2021-01-18,2021,1,179.95,,274.29,,,,,,,,,,,,,
2021-01-25,2021,1,184.15,,272.14,,1.71,1.01,1.81,1.14,1.63,1.2,49175.51,34509.4,49422.2,41746.35,28986.88,95132.35
2021-02-01,2021,2,182.17,,272.14,,1.95,1.3,2.23,1.31,2.12,1.59,50067.14,35156.02,50090.39,42388.0,29487.53,97422.17
2021-02-08,2021,2,182.03,,272.14,,2.2,1.59,2.65,1.48,2.61,1.97,50958.77,35802.64,50758.57,43029.66,29988.17,99711.98
2021-02-15,2021,2,183.19,,270.0,,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-02-22,2021,2,175.81,,266.43,213.09,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-03-01,2021,3,169.77,,262.86,189.24,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-03-08,2021,3,175.26,,258.57,186.35,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-03-15,2021,3,184.13,,259.29,181.55,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-03-22,2021,3,198.49,,260.0,174.97,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-03-29,2021,3,,,262.86,163.14,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-04-05,2021,4,,,269.29,149.65,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-04-12,2021,4,230.24,,270.0,138.72,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-04-19,2021,4,223.11,,270.71,148.52,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-04-26,2021,4,202.29,,267.86,134.38,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-05-03,2021,5,176.67,314.42,259.29,115.42,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-05-10,2021,5,145.51,310.79,250.71,97.89,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-05-17,2021,5,114.6,306.8,237.86,85.08,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-05-24,2021,5,95.44,300.38,223.57,,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-05-31,2021,5,88.75,294.42,215.58,,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-06-07,2021,6,90.6,287.78,210.89,,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-06-14,2021,6,96.47,277.76,211.91,,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-06-21,2021,6,109.77,265.51,214.1,,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-06-28,2021,6,125.25,255.91,209.1,,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-07-05,2021,7,142.03,,204.82,,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-07-12,2021,7,158.1,,199.1,,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-07-19,2021,7,168.62,,192.81,,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-07-26,2021,7,178.58,,183.21,81.16,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-08-02,2021,8,191.84,,172.9,83.09,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-08-09,2021,8,200.4,,165.0,83.78,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-08-16,2021,8,210.45,,164.29,81.47,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-08-23,2021,8,221.04,225.27,166.43,80.98,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-08-30,2021,8,229.12,226.15,171.43,80.35,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-09-06,2021,9,234.43,230.26,179.29,79.19,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-09-13,2021,9,237.3,235.04,185.71,,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-09-20,2021,9,237.11,239.74,190.0,,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-09-27,2021,9,232.3,247.66,191.43,,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-10-04,2021,10,226.23,253.31,206.34,,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-10-11,2021,10,219.47,255.46,219.81,,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-10-18,2021,10,209.95,260.4,235.01,,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-10-25,2021,10,201.89,265.24,245.71,,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-11-01,2021,11,191.18,270.98,255.15,,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-11-08,2021,11,177.63,278.33,260.99,201.73,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-11-15,2021,11,168.58,284.86,265.77,205.52,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-11-22,2021,11,159.64,288.39,261.58,209.1,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-11-29,2021,11,151.72,294.39,257.39,215.39,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-12-06,2021,12,146.98,296.3,250.05,225.79,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-12-13,2021,12,145.86,295.82,254.34,235.28,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-12-20,2021,12,150.46,,269.19,252.98,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2021-12-27,2021,12,154.79,,285.5,291.47,2.44,1.87,3.07,1.64,3.09,2.36,51850.4,36449.26,51426.75,43671.31,30488.82,102001.8
2022-01-03,2022,1,163.46,,302.86,326.97,,,,,,,,,,,,
2022-01-10,2022,1,172.11,,316.43,355.28,,,,,,,,,,,,
2022-01-17,2022,1,181.39,,327.86,380.37,,,,,,,,,,,,
2022-01-24,2022,1,191.78,,340.0,403.26,6.53,5.49,5.24,3.69,6.12,5.47,50751.21,35493.35,49878.89,42079.85,30023.52,103134.08
2022-01-31,2022,1,204.9,,347.86,426.51,7.55,6.39,5.79,4.2,6.88,6.25,50476.42,35254.38,49491.92,41681.98,29907.19,103417.15
2022-02-07,2022,2,220.81,,350.71,443.51,8.58,7.3,6.33,4.71,7.63,7.03,50201.62,35015.4,49104.96,41284.12,29790.87,103700.22
2022-02-14,2022,2,241.56,,349.29,439.46,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-02-21,2022,2,253.11,389.16,346.43,439.78,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-02-28,2022,2,264.63,395.23,336.43,446.09,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-03-07,2022,3,270.46,403.64,327.86,450.71,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-03-14,2022,3,275.47,419.6,319.29,451.93,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-03-21,2022,3,270.12,435.24,309.29,443.21,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-03-28,2022,3,255.58,447.34,303.57,431.96,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-04-04,2022,4,240.29,444.25,307.14,416.36,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-04-11,2022,4,228.62,436.07,309.29,396.44,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-04-18,2022,4,211.43,,315.0,369.19,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-04-25,2022,4,194.33,,315.71,332.57,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-05-02,2022,5,173.63,,317.14,289.9,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-05-09,2022,5,167.85,,310.0,253.63,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-05-16,2022,5,165.6,,295.0,217.35,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-05-23,2022,5,159.49,,277.14,183.57,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-05-30,2022,5,150.83,,262.14,152.4,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-06-06,2022,6,149.6,296.3,246.03,130.62,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-06-13,2022,6,151.69,271.72,235.62,118.75,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-06-20,2022,6,154.66,257.39,223.79,113.85,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-06-27,2022,6,147.84,249.99,215.43,110.45,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-07-04,2022,7,141.34,240.26,203.28,110.33,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-07-11,2022,7,137.36,236.53,191.14,109.71,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-07-18,2022,7,136.67,236.08,177.57,109.74,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-07-25,2022,7,133.51,,167.97,111.02,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-08-01,2022,8,129.06,,159.8,109.87,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-08-08,2022,8,125.19,,151.64,109.61,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-08-15,2022,8,121.35,,147.14,109.53,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-08-22,2022,8,117.85,,148.57,109.42,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-08-29,2022,8,114.2,,152.86,111.8,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-09-05,2022,9,113.48,,158.57,115.35,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-09-12,2022,9,117.2,208.94,164.29,,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-09-19,2022,9,125.54,216.13,169.29,,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
2022-09-26,2022,9,132.55,223.5,174.29,,9.6,8.2,6.87,5.22,8.39,7.81,49926.83,34776.42,48717.99,40886.25,29674.54,103983.29
