TIME,year,month,T#AT#pigmeat_e,T#BE#pigmeat_e,T#DE#pigmeat_e,T#DK#pigmeat_e,T#EL#pigmeat_e,T#ES#pigmeat_e,T#FI#pigmeat_e,T#FR#pigmeat_e,T#IE#pigmeat_e,T#LU#pigmeat_e,T#NL#pigmeat_e,T#PT#pigmeat_e,T#SE#pigmeat_e,C#BEL#inflazione,C#ITA#inflazione,C#DEU#inflazione,C#FRA#inflazione,C#ESP#inflazione,C#IRL#inflazione,C#BEL#gdp,C#ITA#gdp,C#DEU#gdp,C#FRA#gdp,C#ESP#gdp,C#IRL#gdp
1999-09-06,1999,9,135.75,104.77,132.0,112.75,180.04,130.43,121.79,127.13,112.18,154.4,108.29,138.86,124.25,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-09-13,1999,9,136.86,107.21,131.96,113.08,178.87,129.98,123.02,128.94,112.5,156.17,109.1,138.77,126.73,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-09-20,1999,9,136.79,109.09,131.28,113.92,177.39,128.78,124.24,130.0,112.79,156.17,108.78,137.61,129.21,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-09-27,1999,9,135.66,110.29,130.04,114.74,176.29,126.3,125.47,130.03,113.01,155.82,108.19,134.9,132.11,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-10-04,1999,10,133.74,109.6,128.06,115.56,174.92,122.94,126.72,129.08,113.53,155.47,106.86,130.44,134.53,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-10-11,1999,10,131.5,108.51,,115.96,174.06,120.08,127.7,127.13,113.65,154.76,105.04,126.92,136.66,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-10-18,1999,10,128.82,107.54,,115.5,173.34,116.81,128.78,124.72,113.65,152.63,102.88,123.09,137.98,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-10-25,1999,10,126.06,106.83,120.91,115.05,172.33,113.01,129.7,121.61,113.02,150.51,101.02,119.18,139.47,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-11-01,1999,11,124.52,106.88,119.72,114.58,171.34,109.2,130.37,118.54,112.38,149.45,99.53,115.26,140.56,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-11-08,1999,11,123.06,106.7,118.52,114.12,170.02,105.55,130.73,116.26,111.74,149.45,98.05,111.53,141.74,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-11-15,1999,11,121.64,106.24,116.93,113.64,168.5,102.42,131.21,114.78,111.15,149.09,96.37,108.92,142.12,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-11-22,1999,11,120.31,106.1,115.9,113.17,166.54,100.45,131.48,113.42,110.56,148.39,95.28,107.78,143.1,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-11-29,1999,11,119.51,106.44,115.54,112.7,164.33,99.33,131.62,112.61,110.25,148.03,94.98,107.8,144.18,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-12-06,1999,12,119.54,107.22,115.61,112.69,162.69,99.67,131.38,112.22,110.08,147.68,94.91,109.25,145.1,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-12-13,1999,12,119.6,108.19,115.92,112.67,161.45,101.06,131.07,112.52,109.95,147.32,94.84,111.71,145.34,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-12-20,1999,12,119.87,109.31,116.13,112.66,160.1,102.68,130.56,113.42,109.86,146.97,95.04,114.14,144.71,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
1999-12-27,1999,12,120.17,110.51,116.05,112.24,158.96,104.11,129.99,114.6,109.83,146.61,95.1,116.47,143.45,1.12,1.66,0.59,0.54,2.31,1.63,25252.8,22005.05,26734.94,24678.39,15720.64,26338.11
2000-01-03,2000,1,120.26,111.02,115.79,111.82,157.99,104.8,128.9,115.82,109.67,146.26,95.83,117.68,141.26,,,,,,,,,,,,
2000-01-10,2000,1,119.79,110.7,115.06,111.4,157.75,105.59,127.82,116.82,109.56,145.55,95.99,118.89,137.91,,,,,,,,,,,,
2000-01-17,2000,1,118.15,109.8,113.57,110.99,157.43,106.31,126.77,116.84,109.6,144.13,95.54,120.15,134.13,,,,,,,,,,,,
2000-01-24,2000,1,,108.98,,110.04,157.03,106.68,126.12,116.16,109.62,142.01,95.84,120.33,130.74,1.93,2.16,1.07,1.19,2.95,3.89,24021.99,20937.93,24997.7,23385.84,15165.81,26336.08
2000-01-31,2000,1,,109.1,112.57,,156.28,107.81,125.35,115.34,109.72,141.3,97.31,121.43,127.76,2.14,2.29,1.2,1.35,3.11,4.46,23714.29,20671.15,24563.38,23062.7,15027.1,26335.58
2000-02-07,2000,2,114.35,109.47,113.09,,155.33,109.65,124.77,114.85,109.74,141.65,,122.94,125.47,2.34,2.41,1.32,1.51,3.27,5.03,23406.59,20404.37,24129.07,22739.56,14888.4,26335.07
2000-02-14,2000,2,115.01,110.38,114.5,,154.21,112.13,124.39,114.9,109.83,142.36,,124.5,123.59,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-02-21,2000,2,116.63,112.12,116.99,,152.48,115.74,124.29,115.52,,143.42,103.53,127.01,123.18,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-02-28,2000,2,119.1,114.47,120.1,,151.58,119.75,124.41,116.51,,145.19,105.75,129.53,123.76,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-03-06,2000,3,122.25,116.79,123.18,,150.78,123.73,124.58,118.48,,147.32,108.27,131.99,124.73,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-03-13,2000,3,125.35,119.29,126.03,,149.76,127.84,124.63,121.11,114.72,150.15,110.86,134.56,125.96,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-03-20,2000,3,128.05,121.76,128.64,112.74,149.17,131.62,124.84,,116.32,153.34,112.7,136.72,127.24,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-03-27,2000,3,130.23,123.99,130.75,114.87,148.79,134.87,125.2,126.77,117.87,155.47,114.3,138.59,128.61,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-04-03,2000,4,131.17,125.37,131.75,116.8,148.57,137.65,125.61,129.07,120.1,156.17,115.13,140.53,130.01,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-04-10,2000,4,130.87,126.17,132.16,119.35,148.94,139.24,126.33,130.33,121.89,156.53,116.12,141.46,131.38,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-04-17,2000,4,130.82,127.9,132.8,121.52,148.49,140.38,126.91,131.42,123.61,157.24,117.73,142.4,132.54,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-04-24,2000,4,131.3,130.53,134.31,123.31,148.07,141.59,127.49,132.38,124.37,158.3,119.64,143.38,133.79,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-05-01,2000,5,133.2,133.24,136.08,125.12,147.87,142.94,127.94,133.07,125.39,160.78,121.46,145.0,135.34,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-05-08,2000,5,134.88,135.35,137.82,127.71,148.08,143.74,,134.22,126.38,162.9,123.37,146.24,136.64,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-05-15,2000,5,136.47,137.05,139.36,130.23,149.79,145.13,,136.0,127.98,165.02,125.07,148.13,138.39,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-05-22,2000,5,138.15,137.87,140.64,132.83,152.06,146.43,,138.03,128.85,167.5,126.01,150.09,141.41,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-05-29,2000,5,139.7,138.54,142.29,134.8,,148.04,,140.79,129.88,168.21,126.96,152.15,143.74,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-06-05,2000,6,141.63,140.49,144.8,136.44,,150.28,,143.34,130.96,170.34,128.91,155.02,146.11,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-06-12,2000,6,144.69,142.64,147.29,138.09,159.67,153.24,,145.44,132.3,172.46,131.41,158.65,149.0,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-06-19,2000,6,146.44,143.54,148.9,139.71,162.6,156.6,,147.34,134.11,173.53,132.62,162.56,151.23,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-06-26,2000,6,147.58,143.32,149.29,140.54,165.14,159.63,134.53,148.79,135.87,171.4,132.39,166.03,153.65,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-07-03,2000,7,147.86,142.91,149.68,140.99,166.27,161.85,135.46,149.02,137.08,169.28,131.99,168.75,155.33,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-07-10,2000,7,149.06,143.56,151.19,140.98,166.92,164.02,136.33,149.23,137.87,168.21,133.54,171.36,155.87,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-07-17,2000,7,151.01,145.53,152.63,140.99,167.73,166.18,136.78,149.52,138.13,168.92,134.45,173.9,156.65,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-07-24,2000,7,152.62,145.61,153.01,141.36,168.96,167.19,137.31,149.45,138.02,167.86,133.74,174.97,157.25,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-07-31,2000,7,152.84,144.79,152.47,141.35,170.21,166.9,137.17,149.08,137.63,166.8,132.34,174.64,157.14,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-08-07,2000,8,152.24,143.58,151.69,140.99,171.35,164.88,137.12,148.3,136.43,165.03,131.32,173.29,157.31,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-08-14,2000,8,152.0,143.37,151.89,140.62,172.74,162.14,137.34,146.72,135.32,164.67,131.23,170.46,157.37,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-08-21,2000,8,153.56,144.17,152.51,140.27,174.03,159.2,137.82,145.31,134.09,164.32,132.39,167.55,157.83,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-08-28,2000,8,154.24,145.1,152.6,139.92,174.99,155.98,138.18,143.88,133.36,163.96,132.77,163.93,158.17,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-09-04,2000,9,154.82,144.91,152.29,139.55,176.08,152.73,138.59,141.86,132.76,163.61,132.69,160.3,158.58,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-09-11,2000,9,154.59,144.01,151.42,138.78,176.62,149.45,138.85,140.28,132.5,162.55,132.22,156.63,159.0,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-09-18,2000,9,153.52,143.06,150.57,138.38,176.8,146.14,139.26,139.93,132.3,160.78,131.6,152.97,159.49,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-09-25,2000,9,153.06,143.39,150.21,137.99,177.03,143.55,139.81,140.39,132.46,159.36,131.56,149.31,159.44,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-10-02,2000,10,152.34,143.78,149.73,137.62,176.94,141.19,140.08,141.09,132.47,159.0,131.72,147.16,159.19,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-10-09,2000,10,150.98,143.78,149.25,137.26,176.83,138.84,140.44,141.6,132.62,158.65,131.38,145.02,158.58,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-10-16,2000,10,150.21,143.97,149.13,136.91,176.73,136.73,140.84,142.25,132.91,158.3,131.85,143.58,158.17,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-10-23,2000,10,150.05,145.14,149.81,136.91,176.18,135.04,141.3,143.4,133.56,158.3,133.56,142.73,157.76,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-10-30,2000,10,150.84,147.08,151.39,137.7,175.57,133.96,141.73,144.84,134.15,159.36,136.05,142.6,157.61,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-11-06,2000,11,152.43,148.8,153.2,138.9,174.99,133.8,142.36,146.39,135.42,161.48,,143.14,157.37,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-11-13,2000,11,153.57,149.96,154.86,140.44,174.57,134.44,142.86,148.56,136.48,163.61,139.92,143.8,157.31,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-11-20,2000,11,154.65,150.97,156.33,141.96,174.7,136.19,143.37,151.58,137.55,164.67,141.82,145.19,157.32,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-11-27,2000,11,155.31,151.79,157.51,143.85,176.61,138.25,143.85,154.04,138.63,166.09,142.95,146.67,157.47,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-12-04,2000,12,155.79,152.74,158.63,145.74,,140.34,144.45,155.33,139.48,167.15,143.11,148.15,157.55,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-12-11,2000,12,156.58,153.74,159.86,147.28,,142.9,145.24,156.15,139.98,168.22,143.31,149.89,157.81,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-12-18,2000,12,157.75,154.8,161.08,147.6,,145.9,145.96,156.48,140.44,169.99,143.4,152.63,156.47,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2000-12-25,2000,12,159.06,156.12,162.24,147.52,201.31,148.58,145.84,155.92,140.49,171.4,144.05,156.04,,2.54,2.54,1.44,1.68,3.43,5.59,23098.89,20137.59,23694.76,22416.43,14749.69,26334.57
2001-01-01,2001,1,160.84,157.77,163.24,147.09,208.31,150.77,145.63,154.84,140.47,173.17,144.62,159.29,,,,,,,,,,,,,
2001-01-08,2001,1,162.52,158.63,163.34,146.65,214.62,152.95,145.44,153.77,140.41,175.3,143.56,162.62,,,,,,,,,,,,,
2001-01-15,2001,1,163.09,159.04,162.38,145.36,219.23,154.54,145.0,152.74,140.32,176.36,141.69,165.38,148.58,,,,,,,,,,,,
2001-01-22,2001,1,162.34,159.42,161.12,144.07,221.28,156.16,144.55,152.6,140.24,177.42,140.26,168.14,146.36,2.5,2.68,1.75,1.65,3.52,5.18,23050.99,20345.23,23656.8,22435.23,15103.58,27447.62
2001-01-29,2001,1,160.7,159.79,160.24,142.79,221.98,157.84,143.85,153.68,140.02,177.42,139.49,170.77,143.96,2.49,2.71,1.83,1.65,3.55,5.08,23039.02,20397.14,23647.31,22439.94,15192.05,27725.88
2001-02-05,2001,2,159.19,161.24,160.15,142.73,223.18,160.3,143.2,155.82,140.0,176.71,140.61,173.61,143.23,2.48,2.75,1.91,1.64,3.57,4.98,23027.04,20449.05,23637.82,22444.64,15280.53,28004.15
2001-02-12,2001,2,159.46,164.03,161.41,143.09,223.07,163.99,143.11,159.06,140.37,176.71,143.01,176.79,143.09,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-02-19,2001,2,161.69,167.51,163.94,144.07,224.04,169.22,143.15,163.02,141.48,177.42,146.27,181.45,143.5,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-02-26,2001,2,165.59,172.45,169.05,146.6,225.25,174.89,143.47,,,179.55,151.94,186.35,144.47,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-03-05,2001,3,,179.4,,150.8,227.35,182.36,143.68,173.52,,183.44,,192.94,146.47,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-03-12,2001,3,,186.28,,156.48,230.0,190.47,144.14,180.46,,,,200.15,149.11,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-03-19,2001,3,,191.35,192.92,,232.33,196.19,145.08,186.55,153.35,,173.44,205.94,151.56,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-03-26,2001,3,196.83,195.16,197.53,166.51,234.67,200.12,146.23,190.08,155.64,200.79,176.27,208.9,154.0,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-04-02,2001,4,200.51,197.55,201.29,170.45,237.08,201.21,147.98,191.3,156.57,206.11,177.56,208.98,155.98,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-04-09,2001,4,202.19,199.83,204.39,173.79,238.48,200.77,149.76,191.39,156.78,209.65,177.92,207.63,157.48,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-04-16,2001,4,202.41,201.16,205.81,174.54,239.38,199.62,151.25,190.48,156.03,212.48,,205.77,158.35,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-04-23,2001,4,200.53,199.63,204.65,173.14,239.65,198.15,152.91,188.47,155.24,214.61,,203.86,157.99,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-04-30,2001,4,197.63,196.92,202.33,170.64,238.99,196.04,154.16,185.49,153.57,215.67,,202.03,157.16,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-05-07,2001,5,195.12,195.38,201.75,168.13,238.21,195.8,155.36,182.61,151.91,214.61,,201.68,156.56,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-05-14,2001,5,194.29,193.74,201.47,166.55,237.59,196.86,156.32,182.39,151.67,213.19,,203.71,155.85,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-05-21,2001,5,194.33,191.3,199.18,165.8,236.62,200.16,156.97,183.93,152.77,212.48,,208.17,156.02,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-05-28,2001,5,194.24,186.66,195.4,165.05,235.53,202.67,157.74,185.48,153.88,211.77,,211.75,156.55,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-06-04,2001,6,192.95,182.05,190.61,166.11,234.9,203.47,158.55,186.51,154.97,209.29,136.62,213.0,156.71,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-06-11,2001,6,190.79,178.16,185.5,168.11,233.7,203.15,159.71,186.86,156.06,205.75,135.68,212.63,157.74,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-06-18,2001,6,188.64,175.22,181.2,169.73,232.61,203.17,160.69,186.79,156.46,201.15,134.52,212.41,159.03,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-06-25,2001,6,186.38,172.07,176.83,170.73,232.22,202.72,161.34,186.07,156.86,197.96,133.56,211.42,159.96,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-07-02,2001,7,184.39,168.1,171.94,170.77,231.79,201.49,162.01,183.42,157.21,195.48,132.23,209.88,160.66,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-07-09,2001,7,180.75,163.37,167.65,169.58,231.48,198.78,162.49,179.42,156.64,191.94,129.9,206.94,160.41,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-07-16,2001,7,176.28,159.69,164.58,167.96,231.28,195.86,162.74,174.77,155.99,187.34,128.55,203.95,160.4,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-07-23,2001,7,173.19,157.51,164.18,165.58,231.24,193.84,162.9,170.73,154.72,182.73,129.5,202.43,160.68,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-07-30,2001,7,172.67,157.63,165.91,163.19,231.07,192.32,162.88,167.8,153.37,179.55,132.88,202.18,160.26,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-08-06,2001,8,173.11,157.83,166.91,160.81,231.13,190.34,163.0,165.89,152.0,179.55,135.76,201.21,158.89,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-08-13,2001,8,172.49,157.33,166.66,159.04,230.71,187.66,163.17,164.37,150.55,179.9,137.04,199.6,157.84,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-08-20,2001,8,171.59,157.47,167.6,157.94,230.16,184.54,163.36,163.3,148.7,178.84,138.64,197.07,156.96,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-08-27,2001,8,172.37,159.45,169.59,157.24,229.5,181.83,163.31,162.86,147.23,178.13,141.19,195.37,156.3,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-09-03,2001,9,173.77,161.33,170.79,156.6,228.52,180.0,163.46,163.12,145.58,179.19,143.18,194.6,155.45,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-09-10,2001,9,173.62,161.23,169.78,155.7,227.32,177.96,163.67,162.38,144.37,181.32,142.74,193.43,154.36,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-09-17,2001,9,171.7,159.95,167.44,154.81,226.67,174.72,163.62,160.32,143.21,182.02,139.98,190.48,152.83,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-09-24,2001,9,168.91,158.84,165.88,153.93,225.91,171.56,163.65,158.09,142.0,180.25,138.56,186.86,151.72,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-10-01,2001,10,167.48,158.57,165.59,153.05,224.91,168.2,163.6,155.89,140.85,176.25,138.62,182.86,150.75,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-10-08,2001,10,165.94,158.54,164.88,152.7,223.7,164.63,163.12,153.73,140.18,173.79,138.75,178.86,149.91,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-10-15,2001,10,164.1,157.18,162.93,152.34,221.72,160.58,162.93,151.06,139.69,170.84,137.71,173.77,149.49,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-10-22,2001,10,160.9,154.77,159.88,152.34,219.97,155.39,162.59,147.35,139.47,166.4,136.22,167.23,149.3,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-10-29,2001,10,157.58,151.58,156.61,152.57,218.21,150.0,162.23,143.59,138.85,161.39,133.76,159.98,149.33,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-11-05,2001,11,154.17,148.08,153.63,152.17,214.38,145.22,162.04,140.46,138.13,155.55,131.55,153.84,150.02,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-11-12,2001,11,152.22,145.76,151.31,151.34,209.96,140.81,161.92,137.4,137.44,151.59,130.26,148.38,150.97,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-11-19,2001,11,150.8,143.59,149.27,150.51,204.1,138.22,162.11,135.41,136.8,149.84,128.96,145.19,151.94,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-11-26,2001,11,149.4,141.22,147.25,149.83,196.9,136.51,162.88,135.21,136.47,147.47,126.95,142.7,152.71,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-12-03,2001,12,147.68,139.18,145.56,149.13,190.09,135.66,163.62,136.33,136.15,144.99,125.01,141.27,153.02,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
2001-12-10,2001,12,146.11,137.65,144.91,148.06,184.25,135.06,,137.56,135.8,142.92,123.52,140.21,153.38,2.47,2.79,1.98,1.63,3.59,4.87,23015.07,20500.95,23628.33,22449.34,15369.0,28282.41
